url, class
http://nesn.com/2015/05/draftkings-max-scherzer-albert-pujols-headline-tom-carons-lineup/,benign
http://akhbarelyom.com/Galleries/GetHomeGalleryPicturesList?GalleryID=6136&JournalID=1,benign
http://gawker.com/5757211/payday-lending-the-next-vice-we-pawn-off-on-native-americans,benign
http://tinnhanh360.net/techfest-2015-ngay-hoi-lon-nhat-nam-danh-cho-khoi-nghiep-va-cong-nghe.html,benign
http://distractify.com/post/related/id/543eaaa64a0c4bb84f19be10/skip/10/limit/10/back/0,benign
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E4%BA%BA%E5%A6%BB%E3%83%BB%E7%86%9F%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FSnwVr0Qifeu9dus8+%E6%B7%AB%E4%B9%B1%E5%9B%A3%E5%9C%B0%E5%A6%BB+%E8%97%A4%E6%9D%91%E7%99%BE%E5%90%88+%23ero+%23douga+%23agesage,benign
http://nypost.com/2015/05/12/seinfeld-writer-double-dips-as-novelist-standup-comedian/,benign
http://kakaku.com/daily-goods/bath-detergent/ranking_7623/pricedown/div-gpt-ad-k/header_text,benign
http://grantland.com/hollywood-prospectus/the-art-of-unease-the-jinx-serial-and-the-new-true-crime-boom/,benign
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-runbus-offer-20150302152430859,benign
http://techcrunch.com/2014/06/02/inside-jobs-what-exactly-does-it-mean-to-be-a-solutions-architect-at-box/,benign
http://mic.com/articles/101050/powerful-illustrations-reimagine-mickey-mouse-in-a-way-disney-would-never-show-you,benign
http://torcache.net/torrent/7691F6770CACE66350BF59983F06AA0349E81E42.torrent?title=[kickass.to]horriblesubs.triage.x.03.720p.mkv,benign
http://askubuntu.com/questions/204923/how-to-bind-a-character-device-in-dev-directory-as-the-keyboard,benign
http://buzzfil.net/article/5621/vdm/voici-des-cadeaux-a-offrir-a-vos-amis-les-plus-bizarres-2.html?href=inner_website,benign
http://indianexpress.com/article/india/india-others/if-the-rss-has-a-negative-agenda-we-have-nothing-to-do-with-it/,benign
http://allrecipes.com/Recipe/One-Pan-Orecchiette-Pasta/Detail.aspx?soid=home_pins_2,benign
http://olx.co.id/i2/elektronik-gadget/komputer/keyboard-mouse/elektronik-gadget/komputer/keyboard-mouse,benign
http://kenh14.vn/made-by-me/ga-goi-la-dua-dung-kieu-thai-tu-hinh-dang-den-mui-vi-20150512110822224.chn,benign
http://babal.net/books/view/1189/%D9%88%D8%AD%D9%8A-%D8%A7%D9%84%D9%82%D9%84%D9%85-%D8%AC%D9%803,benign
http://1337x.to/torrent/1160251/Sons-of-Winter-S01E03-The-Freeze-HDTV-x264-W4F-ettv/,benign
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E9%9C%B2%E5%87%BA%E3%83%BB%E9%87%8E%E5%A4%96%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FnfbSL2E7qsfkbLrp+%E7%9C%BC%E9%8F%A1%E5%B7%A8%E4%B9%B3%E5%A5%B3%E3%81%8C%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8B%E5%86%85%E3%81%A7%E5%A0%82%E3%80%85%E9%9C%B2%E5%87%BA+%23ero+%23douga+%23agesage,benign
http://mic.com/articles/117340/this-is-what-happens-to-your-brain-when-you-get-punched-in-the-head,benign
http://torcache.net/torrent/048B3BDA019B7406AD9221E40E70B9FC857DA883.torrent?title=[kickass.to]star.wars.rebels.s01e07.empire.day.webrip.x264.qcf.rartv,benign
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/aparate-de-ingrijire-personala/gtm.start,benign
http://thenextweb.com/offers/2015/05/09/the-exomount-touch-gives-your-phone-the-best-seat-in-your-car-get-it-now-from-tnw-deals/,benign
http://hollywoodlife.com/2015/05/13/jennifer-lopez-american-idol-finale-performance-season-14-back-it-up-prince-royce-pitbull/,benign
http://buzzfil.net/m/show-art/il-suggere-de-placer-les-personnes-agees-en-prison-et-c-est-une-brillante-idee-9.html,benign
http://xvideo-jp.com/archives/category/%e3%81%be/%e5%8d%97%e6%a2%a8%e5%a4%ae%e5%a5%88,benign
http://olx.in/hi/stateofdelhi/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,benign
http://extratorrent.cc/torrent_download/4189688/Dot+net+-+Responsive+Web+Design+%28July+2015%29+%28True+PDF%29.torrent,benign
http://techcrunch.com/2014/03/04/mention-launches-an-ipad-app-for-its-media-monitoring-tool-opens-office-in-new-york/,benign
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage,benign
https://lastpass.com/wp-content/plugins/vfb-pro/public/assets/css/vfb-style.min.css?ver=2015.04.14,benign
http://thenextweb.com/gadgets/2014/11/24/ideal-gifts-bose-soundlink-mini-bluetooth-speaker-packs-punch/gtm.start,benign
http://kickass.to/rg-sgames-presents-project-cars-2015-dlc-repack-multi8-t10611648.html,benign
http://europa.eu/about-eu/agencies/regulatory_agencies_bodies/policy_agencies/echa/index_en.htm,benign
http://udn.com/news/story/7262/900929-%E8%8F%9C%E9%B3%A5%E3%80%81%E7%99%BE%E6%97%A5%E5%91%8A%E5%88%A5-%E5%8F%B0%E5%8C%97%E9%9B%BB%E5%BD%B1%E7%AF%80%E9%96%8B%E9%96%89%E5%B9%95%E7%89%87,benign
http://mic.com/articles/83281/what-the-research-really-says-about-gay-parents-and-kids,benign
http://zozo.jp/shop/azulbymoussy/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,benign
http://thenextweb.com/offers/2015/05/07/get-a-nexus-5-plus-one-years-unlimited-talk-and-text-from-freedompop/gtm.js,benign
http://ap.org/Content/AP-In-The-News/2014/Oskar-Garcia-Named-APs-East-Sports-Editor,benign
http://wikimapia.org/32988033/fa/%D9%85%D8%B3%D8%AC%D8%AF-%D8%B5%D8%A7%D8%AD%D8%A8-%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%86-%D8%B3%D8%AD%D8%B1%D8%AE%DB%8C%D8%B2-%D9%85%D8%AD%D9%84%D9%87,benign
http://shareba.com/index.php?do=/event/495/ao%E5%8F%B2%E5%AF%86%E6%96%AF%E7%86%B1%E6%B3%B52015%E4%B8%96%E8%B2%BF%E5%B1%95-5-14-17-%E4%B8%96%E8%B2%BF%E4%B8%80%E9%A4%A8-%E6%AB%83%E8%99%9F-a334-336/,benign
http://gawker.com/5974619/chris-christie-is-more-popular-with-democrats-than-republicans,benign
http://sfglobe.com/2015/04/21/personal-accounts-of-the-dangers-of-texting-while-driving/,benign
http://maybank2u.com.my/mbb_info/m2u/public/personalList04.do?cntTypeId=0&channelId=INV-Investment&programId=INV01-ShareTrading&cntKey=&chCatId=/mbb/Personal/INV-Investment,benign
